関係機関一覧（令和４年２月１日現在）,,,,,,,,,,,,,,,,,,,,,,,
区市町村名,ＨＰ,名称,郵便番号,住所,最寄駅,"交通経路
（最寄り駅から徒歩何分か等）",電話番号,"対応可能な
相談内容",支援の実施内容,,,,,,,,,対象年齢,,,,,備考
,児童発達支援（センター以外）,清瀬市子どもの発達支援・交流センター,204-0023,清瀬市竹丘1-15-8,西武線清瀬駅,20分,042-495-3030,発達相談・関係機関紹介,○,○,○,○,,,○,○,,○,○,○,○,,
,相談支援事業所,清瀬市子どもの発達支援・交流センター,204-0023,清瀬市竹丘1-15-8,西武線清瀬駅,20分,042-495-3030,発達相談、サービス利用支援、計画相談支援等,○,,,,,,,,,○,,,,,
,保育所等訪問支援,日本社会事業大学附属子ども学園,204-0024,清瀬市梅園1-2-50,西武線清瀬駅,15分,042-491-8131,発達相談,,,○,,,,,,,○,,,,,
,相談支援事業所,日本社会事業大学附属子ども学園,204-0024,清瀬市梅園1-2-50,西武線清瀬駅,15分,042-491-8131,発達相談、サービス利用支援、計画相談支援等,○,,,,,,,,,○,○,○,○,,
,相談支援事業所,清瀬市社会福祉協議会相談支援事業所,204-0013,清瀬市上清戸1-16-62,西武線清瀬駅,13分,042-495-5513,生活相談、サービス利用支援、計画相談支援等,○,,,,,,,,,○,○,○,○,○,
,相談支援事業所,地域生活支援センターどんぐり,204-0021,清瀬市元町1-13-24,西武線清瀬駅,5分,042-495-5110,生活相談、サービス利用支援、計画相談支援、精神保健相談等,○,,,,,,,,,,,,,○,
,就労支援センター,清瀬市障害者就労支援センター,204-0021,清瀬市元町1-9-14,西武線清瀬駅,3分,042-495-0010,就労支援,,,,,○,,,,○,,,,,○,
,地域活動支援センター,地域生活支援センターどんぐり,204-0021,清瀬市元町1-13-24,西武線清瀬駅,5分,042-495-5110,日中活動等,,,,,,○,,,,,,,,○,
東久留米市,障害福祉主管課,障害福祉課,203-8555,東久留米市本町3-3-1,東久留米駅,東久留米駅西口から徒歩5分,042-470-7747,精神保健相談、関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,福祉事務所,福祉総務課,203-8555,東久留米市本町3-3-1,東久留米駅,東久留米駅西口から徒歩5分,042-470-7741,生活保護事務、生活困窮者自立相談,○,,,,,,,,,○,○,○,○,○,
,高齢福祉主管課,介護福祉課,203-8555,東久留米市本町3-3-1,東久留米駅,東久留米駅西口から徒歩5分,042-470-7777,高齢者相談,○,,,,,,,,,,,,,○,
,保健所・保健センター,健康課,203-0033,東久留米市滝山4-3-14(わくわく健康ﾌﾟﾗｻﾞ内),東久留米駅,"東久留米駅西口から①西武ﾊﾞｽ1乗り場「武蔵小金井駅行き(久留米西団地、錦城高校経由)」で「ガスミュージアム入口」ﾊﾞｽ停下車徒歩6分
分　②2番乗り場「滝山営業所行き」（前沢宿経由）」で「団地ｾﾝﾀｰ」ﾊﾞｽ停下車徒歩7分",042-477-0022,育児相談、子ども相談、発達相談、関係機関紹介,○,○,,,,,,,,○,,,,,
,児童福祉主管課,児童青少年課,203-8555,東久留米市本町3-3-1,東久留米駅,東久留米駅西口から徒歩5分,042-470-7736,児童育成手当、特別児童扶養手当,,,,,,,,,○,○,○,○,○,,
,子供家庭支援センター,子ども家庭支援センター,203-0033,東久留米市滝山4-3-14(わくわく健康ﾌﾟﾗｻﾞ内2階),東久留米駅,西武ﾊﾞｽ1東久留米駅西口から「武蔵小金井駅(久留米西団地、錦城高校経由)」行き「ガスミュージアム入口」ﾊﾞｽ停下車徒歩6分または「久留米西団地」「滝山営業所」行き「団地ｾﾝﾀｰ」ﾊﾞｽ停下車徒歩7分2清瀬駅南口から「花小金井駅(下里、東京病院経由)行き「団地ｾﾝﾀｰ」下車徒歩7分,042-471-0910,子育て総合相談、関係機関紹介,○,,,,,,,,,○,○,○,○,,
,児童発達支援センター,"東久留米市
児童発達支援センター
わかくさ学園発達相談室",203-0023,東久留米市南沢4-7-18,ひばりヶ丘駅,ﾊﾞｽ停「南沢4丁目」より徒歩3分,042-467-5077,発達相談、育児相談、就学相談、関係機関紹介等,○,○,○,○,,○,○,○,,○,○,○,○,,
武蔵村山市,障害福祉主管課,武蔵村山市健康福祉部障害福祉課,208-8502,武蔵村山市学園4-5-1,玉川上水駅,玉川上水駅からﾊﾞｽ,042-590-1185,精神保健相談,○,,,,,,○,,,,,,,○,
,母子保健主管課,武蔵村山市子ども家庭部子ども子育て支援課母子保健係,208-8502,武蔵村山市学園4-5-1,玉川上水駅,玉川上水駅からﾊﾞｽ,042-564-5421,発達相談,○,○,○,,,,,,,○,,,,,
,子ども家庭支援センター,武蔵村山市子ども家庭支援センター,208-8502,武蔵村山市学園4-5-1,玉川上水駅,玉川上水駅からﾊﾞｽ,042-590-1152,育児相談,○,,,,,,,,,○,○,○,○,,
,就労支援センター,障害者就労支援センターとらい,208-0023,武蔵村山市伊奈平1-64-1,昭島駅,昭島駅よりﾊﾞｽ,042-560-7839,就労支援,,,,,○,,,,,,,,,○,
,地域活動支援センター,精神障害者地域活動支援センター　　お伊勢の森,208-8502,武蔵村山市学園4-5-1,玉川上水駅,玉川上水駅からﾊﾞｽ,042-567-7256,精神保健相談,○,,,,,○,,,,,,,,○,
,児童発達支援（センター以外）,児童発達支援事業所ちいろば教室,208-0003,武蔵村山市中央2-117-1,多摩モノレール上北台駅,約25分,042-561-1908,児童発達支援,,,○,,,,,,,○,,,,,対象年齢（年少～年長）
,"その他のサービス事業所
※法外サービス含む",東京小児療育病院,208-0011,武蔵村山市学園4-10-1,玉川上水駅,玉川上水駅からﾊﾞｽ,042-561-2521,障害児相談・計画相談,○,,○,,,,,,,○,○,○,○,,
,"その他のサービス事業所
※法外サービス含む",放課後等デイサービス・児童発達支援　Ｗａｌｋ,208-0011,武蔵村山市学園1-7-3,玉川上水駅,玉川上水駅からﾊﾞｽ,042-843-5372,児童発達支援,,,○,,,,,,,○,○,○,○,○,
,"その他のサービス事業所
※法外サービス含む",相談支援センター　クローバー,208-0011,武蔵村山市学園1-112-8,玉川上水駅,玉川上水駅からﾊﾞｽ,042-843-8150,障害児相談・計画相談,○,,,,,,,,,○,○,○,○,○,
多摩市,障害福祉主管課,障害福祉課,206-8666,多摩市関戸6-12-1,（京王線・小田急線）永山駅,徒歩15分,042-338-6847,発達相談、精神保健相談、関係機関紹介,○,,,,,○,,,,,,,,○,
,障害福祉主管課,多摩市発達支援室,206-0024,多摩市諏訪5-1諏訪複合教育施設内2階,（京王線・小田急線）永山駅,徒歩20分,042-374-2717,発達相談、関係機関紹介等,○,○,○,○,,,○,○,○,○,○,○,○,○,
,保健所・保健センター,多摩市立健康センター,206-0001,多摩市関戸4-19-5,（京王線）聖蹟桜ヶ丘駅,徒歩5分,042-376-9111,発達相談、育児相談、関係機関紹介,○,○,○,,,,,,,○,,,,,
,子供家庭支援センター,多摩市立子ども家庭支援センター「たまっこ」,206-0031,多摩市豊ヶ丘1-21-3,（京王線・小田急線）多摩センター駅,徒歩10分,042-355-3777,子ども家庭相談,○,,,,,,,,,○,○,○,○,,
,児童発達支援（センター以外）,多摩市ひまわり教室,206-0024,多摩市諏訪5-1諏訪複合教育施設内,（京王線・小田急線）永山駅,徒歩20分,非公表,通園事業,○,,○,,,,,,,○,,,,,△電話番号は公表しません
,"教育関係
※教育相談所含む",多摩市立教育センター,206-0024,多摩市諏訪5-1諏訪複合教育施設内,（京王線・小田急線）永山駅,徒歩2０分,042-372-1010,教育相談、就学相談・転学相談、巡回相談、通級入級相談、適応教室、日本語適応指導,○,,○,○,,,,,○,,○,○,○,,
,就労支援センター,多摩市障がい者就労支援センター　「なちゅーる」,206-0011,多摩市関戸4-19-5健康ｾﾝﾀｰ4階,（京王線）聖蹟桜ヶ丘駅,徒歩5分,042-311-2324,就労支援,,,,,○,,,,,,,,,○,
,地域活動支援センター,多摩市障がい者支援センター　「のーま」,206-0011,多摩市関戸4-19-5健康ｾﾝﾀｰ4階,（京王線）聖蹟桜ヶ丘駅,徒歩5分,042-311-2300,発達相談、精神保健相談、関係機関紹介,○,,,,,○,,,,,,,,○,
,地域活動支援センター,多摩市障がい者福祉センター　「あんど」,206-0032,多摩市南野3-15-1総合福祉ｾﾝﾀｰ3階,（小田急線）唐木田駅,徒歩8分,042-356-0307,発達相談、精神保健相談、関係機関紹介,○,,,,,○,,,,,,,,○,
,医療・相談機関,島田療育センター,206-0036,多摩市中沢1-31-1,"（京王線・小田急線）駅・多摩モノレール）多摩センター
（小田急線）唐木田駅",徒歩20分,042-374-2071,発達相談、保護者支援、関係機関支援,○,○,○,○,,,○,○,○,○,○,△,△,△,各種支援の内容により、対象年齢が異なります。
,放課後等ディサービス,グラシアス聖蹟桜ヶ丘駅前教,206-0011,多摩市関戸1-12-4 6F,（京王線）聖蹟桜ヶ丘駅,徒歩1分,042-400-1963,個別支援・学習全般　相談支援,○,,○,,,,,,,,○,○,,,
,放課後等ディサービス,アルファーラ聖蹟桜ケ丘教室,206-0002,多摩市一ノ宮2-19-27　太喜ビル第一１階,（京王線）聖蹟桜ヶ丘駅,徒歩7分,042-400-1629,運動療育、小集団支援など,△,,,,,○,,,,,○,○,△,,
,放課後デイサービス,くぬぎ,206-0025,多摩市永山3-12-1西永山福祉施設内,（京王線・小田急線）永山駅,徒歩20分,042-375-2583,デイサービス,,,,,,○,,,,,○,○,○,,
,相談支援センター,相談支援センターくぬぎ,206-0025,多摩市唐木田１−４８−１４　,（京王線・小田急線）永山駅,徒歩10分,042-375-2583,計画相談支援,○,,,,,,,,,,○,○,○,,
,児童発達支援・放課後等デイサービス,こどもデイサービスラフ,206-0025,多摩市永山2-14-6アドラブールK202号　,（京王線・小田急線）永山駅,徒歩8分,042-400-0057,重症心身障害児・医療的ケア児の受け入れ,○,,,,,,,,○,○,○,○,○,,
,児童発達支援・生活介護,　+laugh,206-0024,多摩市諏訪5-6-3多摩ニュータウン諏訪102号,（京王線・小田急線）永山駅,徒歩15分,042-401-9865,重症心身障害児者・医療的ケア児者の受け入れ,○,,,,,,,,○,○,,,,○,
稲城市,障害福祉主管課,障害福祉課,206-8601,稲城市東長沼2111番地,京王相模原線稲城駅・JR南武線稲城長沼駅,稲城駅～徒歩10分、稲城長沼駅～徒歩15分,042-378-2111,一般相談、関係機関紹介,○,,,,,,○,○,○,○,○,○,○,○,
,保健所・保健センター,おやこ包括支援センター,"206-0804
","稲城市百村112番地の1
稲城市保健センター２階",京王相模原線稲城駅,徒歩10分,042-378-3434,概ね3～4歳までの発達相談,○,○,○,,,,,,,○,,,,,
,子ども家庭支援センター,子ども家庭支援センター　向陽台分室,"206-0803
","稲城市向陽台3丁目2番地
(向陽台小学校内)",京王相模原線稲城駅,ﾊﾞｽ「向陽台」下車徒歩3分,042-370-0106,子どもと家庭に関する総合相談,○,○,,○,,,,,,○,○,○,○,,
,,子ども家庭支援センター,206-0802,稲城市東長沼2115-2(3階),京王相模原線稲城駅,稲城駅～徒歩5分,042-378-6366,子どもと家庭に関する総合相談,○,,,○,,,,,,○,○,○,○,,
,発達支援センター,"稲城市発達支援センター
レスポーいなぎ",206-0823,稲城市平尾1丁目9番地の1(ふれんど平尾4階),"小田急多摩線新百合ヶ丘駅/
京王相模原線
若葉台駅","稲城駅行/
新百合ヶ丘駅行
「台原」下車徒歩約10分",042-331-8794,発達に関する相談全般,○,○,○,○,,,○,○,,○,○,○,○,○,
,"教育関係
※教育相談所含む",中央教育相談室,"206-0802
","稲城市東長沼2111番地
","京王相模原線稲城駅・JR南武線稲城長沼駅
",稲城駅～徒歩10分、稲城長沼駅～徒歩15分,"042-378-2110
",教育に関する相談全般,○,,,,,,,,,,○,○,,,
,,教育相談室,206-0823,稲城市平尾1丁目9番地の1(ふれんど平尾4階),小田急多摩線新百合ヶ丘駅,稲城駅行ﾊﾞｽ台原下車徒歩約10分,042-331-6686,,○,,,,,,,,,,○,○,,,
,相談支援事業所,稲城市障害者総合相談センター　マルシェいなぎ,206-0802,稲城市東長沼2107番地3 ﾋﾙﾃﾗｽ稲城103,京王相模原線稲城駅・JR南武線稲城長沼駅,稲城駅～徒歩10分、稲城長沼駅～徒歩10分,042-379-9234,一般相談、関係機関紹介,○,,,,○,,,,,○,○,○,○,○,
,,"稲城市社会福祉協議会
",206-0804,稲城市百村7番地,京王相模原線稲城駅・JR南武線稲城長沼駅,稲城駅～徒歩8分、稲城長沼駅～徒歩10分,042-378-3366,一般相談、関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,就労支援センター,稲城市障害者総合相談センター　マルシェいなぎ,206-0802,稲城市東長沼2107番地3 ﾋﾙﾃﾗｽ103,京王相模原線稲城駅・JR南武線稲城長沼駅,稲城駅～徒歩10分、稲城長沼駅～徒歩10分,042-379-9234,就労に関する相談全般,○,,,,○,,,,,,,,○,○,
,地域活動支援センター,"稲城市社会福祉協議会
",206-0804,稲城市百村7番地,京王相模原線稲城駅・JR南武線稲城長沼駅,稲城駅～徒歩8分、稲城長沼駅～徒歩10分,042-378-3366,一般相談、関係機関紹介,○,,,,,○,,,,,,,,○,
羽村市,障害福祉主管課,障害福祉課,205-8601,羽村市緑ヶ丘5-2-1,羽村駅,徒歩15分,042-555-1111,障害者手帳、種々のサービス相談、関係機関紹介等,○,,○,,○,○,○,,,○,○,○,○,○,
,保健所・保健センター,羽村市保健センター,205-0003,羽村市緑ヶ丘5-5-2,羽村駅,徒歩15分,042-555-1111,精神保健相談、関係機関紹介等,○,,,,,,○,,,,,,,○,
,児童福祉主管課,子育て相談課（羽村市保健センター内）,205-0003,羽村市緑ヶ丘5-5-2,羽村駅,徒歩15分,042-555-1111,育児相談、発達相談、関係機関紹介等,○,○,○,○,,,○,,,○,○,○,○,,
,子供家庭支援センター,羽村市子ども家庭支援センター,205-8601,羽村市緑ヶ丘5-2-1,羽村駅,徒歩15分,042-578-2882,育児相談、発達相談、関係機関紹介,○,,,,,,,,,○,○,○,○,,
,"教育関係
※教育相談所含む",羽村市教育相談室,205-0014,羽村市羽東2-12-2,羽村駅,徒歩5分,042-554-1223,教育相談・発達相談等,○,○,○,○,,,,,,○,○,○,○,,
,就労支援センター,羽村市障害者就労支援センター　エール,205-0023,羽村市神明台1-27-4,羽村駅,徒歩10分,042-570-1233,就労支援、生活支援,,,,,○,,,,,,,,○,○,
,地域活動支援センター,羽村市地域活動支援センターⅠ型事業　あおば,205-0002,羽村市栄町2-18-1,小作駅,徒歩15分,042-555-1210,日中活動支援、相談支援全般（主に身体・知的）、関係機関紹介,○,,,,,○,,,,,,,,○,
,,羽村市地域活動支援センターⅠ型事業　ハッピーウイング,197-0021,福生市東町6-8 MEﾋﾞﾙ3階,福生駅,徒歩4分,042-553-9888,日中活動支援、相談支援全般（主に精神）、関係機関紹介,○,,,,,○,,,,,,,,○,
